L:H-Residential District Hotel, -12096.475586, 264.458998, -1098.620361, -0.167233, 0.004741, -0.000378
L:H-Residential District Gang HQ, -11494.9953125, 300.454295, -773.314025, 2.768545, 0.019221, -0.000417
L:G-Residential District East Gas, -11489.483398, 203.241870, -943.716309, -1.554263, 0.010769, 0.000001
L:G-Residential District Plaza, -11622.476562, 212.056598, -944.797180, 2.970733, 0.010769, -0.000000
L:W-Residential District East Shore, -11747.267578, 200.095584, -1054.719238, -0.508438, -0.009870, 0.000397
L:G-Residential District NE Gas, -11916.278320, 203.204211, -1261.245850, 1.684341, 0.010767, -0.000001
L:G-Residential District Harbor, -12226.587891, 203.218082, -826.392639, -0.544808, 0.010908, 0.000012
L:W-Residential District Canal, -12364.148438, 200.096225, -1361.288330, 3.001111, -0.009827, 0.000322
L:H-Residential District Embassy, -12408.572266, 228.771161, -1474.547729, -2.922175, 0.020045, -0.000449
L:G-Residential District Park, -12359.706055, 203.037073, -1537.478394, 2.503717, 0.010769, -0.000001
L:G-Residential District Parade Grounds, -13047.636719, 203.204196, -1496.468018, -1.594629, 0.010764, 0.000001
L:G-Residential District High School, -13354.181641, 203.204211, -1509.935547, 2.625965, 0.010769, 0.000001
L:G-Residential District Waterfront, -12978.783203, 203.207080, -709.923218, -3.080075, 0.011085, 0.000002
L:G-Residential District Doubletowers, -13219.283203, 209.056598, -939.828613, 0.802502, 0.010766, 0.000001
L:H-Docks District Bluetower, -15269.699219, 348.030286, -2323.561035, -0.393942, 0.019972, -0.000452
L:H-Docks District Workers Housing, -15472.133789, 267.427472, -2354.860107, 1.269903, 0.019999, -0.000452
L:W-Docks District Tanker Dock, -15031.956055, 200.097446, -3566.619873, -0.106048, -0.009761, 0.000262
L:H-Docks District Cargo Dock, -14919.538086, 210.144391, -3149.069824, -1.566245, 0.019941, -0.000442
L:H-Docks District Greentower, -15015.357422, 300.547644, -2314.841797, 1.586947, 0.019930, -0.000540
L:G-Docks District Cargo Dock, -14965.932617, 203.156674, -2847.972168, 3.048566, 0.010796, -0.000026
L:G-Docks District Vacant Lot, -15006.792969, 203.204211, -1951.169678, -2.069060, 0.010769, 0.000001
L:G-Docks District Storage, -15265.199219, 203.204211, -3288.663330, -1.223391, 0.010769, 0.000001
L:G-Docks District Shops, -15504.058594, 203.204211, -3053.547852, 1.560454, 0.010767, -0.000001
L:G-Docks District West Shore, -15675.539062, 203.170642, -2449.737305, 0.715761, 0.010766, -0.000001
L:G-Docks District Gas, -15265.478516, 203.173846, -2535.665527, 1.033838, 0.011092, 0.000003
L:G-Docks District Market, -15359.095703, 203.170642, -2682.660156, 2.542632, 0.010769, -0.000001
L:H-Park District Yellowtower, -12712.412109, 358.126996, -4272.264648, 2.574067, 0.020075, -0.000452
L:H-Park District Embassy, -12844.195312, 245.458557, -5203.890137, -2.217106, 0.020044, -0.000449
L:H-Park District Fourtowers, -12478.847656, 366.627118, -4972.936523, -1.337112, 0.020009, -0.000414
L:H-Financial District Roundtower, -10138.429688, 552.620605, -3300.016113, 0.552463, 0.019994, -0.000471
L:H-Financial District Yellowtower, -10203.239258, 368.181000, -3492.566895, 0.620648, 0.020018, -0.000452
L:H-Financial District Mall, -10087.171875, 265.673132, -3436.635254, -2.378218, 0.019962, -0.000451
L:H-Financial District Telecom, -10479.078125, 637.583569, -2687.702148, -0.792349, 0.020025, -0.000446
L:H-Financial District Yellowertower, -9970.980469, 364.127722, -2495.556641, 0.082937, -0.020722, 0.000530
L:H-Financial District Smalltower, -10151.562500, 366.463696, -2697.108398, 2.354806, 0.020001, -0.000452
L:W-Financial District East Dock, -9408.947266, 200.105716, -2866.973633, -0.084007, -0.009718, 0.000401
L:W-Financial District Canal Dock, -10803.930664, 200.095218, -3164.624023, -0.120491, -0.009727, 0.000131
L:W-Financial District North Dock, -10270.937500, 200.099170, -3608.096191, -1.008770, -0.009645, 0.000105
L:W-Financial District West Dock, -11165.114258, 200.117160, -3094.320557, 3.044521, -0.007742, 0.003985
L:G-Financial District Water Garden, -10023.056641, 201.606570, -3343.921143, 1.516026, 0.010764, -0.000001
L:G-Financial District Restaurants, -9992.916992, 203.204166, -3609.332275, 1.595847, 0.010764, 0.000001
L:G-Financial District Back Alley, -9582.836914, 203.199542, -3289.466309, 2.619081, -0.000774, 0.000063
L:G-Financial District Condos, -9495.253906, 203.197696, -3093.915283, 2.667029, 0.010758, 0.000001
L:G-Financial District Private Docks, -9644.686523, 203.506592, -2411.312500, 3.140794, 0.010764, 0.000001
L:G-Financial District South Mall, -9991.972656, 212.056567, -2361.813477, 0.233689, 0.010761, -0.000001
L:G-Financial District Boat Ramp, -10166.356445, 203.114150, -2594.187988, 2.431621, 0.010758, -0.000001
L:G-Financial District South Plaza, -10700.147461, 222.550372, -2860.256348, -0.091406, 0.010764, -0.000001
L:G-Financial District West Docks, -11111.098633, 203.154181, -3307.871338, -1.526052, 0.010764, 0.000001
L:G-Financial District Parking, -10926.274414, 203.197711, -3746.801270, -2.103710, 0.010761, -0.000001
L:G-Financial District Tower 101, -9836.618164, 209.056552, -2591.454590, 1.011290, 0.010758, 0.000001
L:G-Financial District Central Park, -10030.561523, 203.156163, -2937.403320, -3.116870, 0.010163, 0.001379
L:O-Financial District Wildflowers, -10895.527344, 211.696399, -4005.270996, -1.257749, -0.007519, 0.025208
L:H-Financial District Bridge Pylon, -11348.470703, 207.578052, -4212.690430, -1.524401, -0.021711, 0.008913
L:O-Park District Overlook, -13618.569336, 344.004932, -5441.740723, -1.162211, 0.003740, -0.023144
L:O-Park District Drug Shack, -13488.232422, 265.259143, -5271.319336, -0.496053, 0.006859, -0.007641
L:O-Park District Park Statue, -12794.165039, 215.821994, -4932.288086, 1.842530, 0.016598, -0.025905
L:O-Park District Hill Statue, -12685.344727, 234.597980, -4775.253906, -0.477944, 0.003292, -0.002116
L:G-Park District Boardwalk, -13359.243164, 203.197726, -4492.296875, 0.537747, 0.010760, -0.000001
L:G-Park District Far Statue, -13532.124023, 203.002750, -4946.047852, 0.009411, 0.010761, 0.000000
L:G-Park District Restaurants, -13204.195313, 203.204150, -4062.813477, 0.581405, 0.010758, 0.000001
L:G-Park District South Dock, -12614.548828, 203.006592, -3642.411865, -1.569239, 0.010761, -0.000001
L:G-Park District Office Roundabout, -12512.234375, 203.121646, -4320.888672, -2.062180, 0.026536, 0.027675
L:G-Park District Sheltered Beach, -12517.551758, 203.204166, -4562.122070, -1.811891, 0.010764, -0.000001
L:G-Park District Sheltered Docks, -12364.333984, 203.170596, -4126.482910, 2.265908, 0.010764, 0.000001
L:G-Park District Shops, -12372.988281, 203.197711, -4868.594238, -1.051335, 0.010761, -0.000001
L:G-Park District Motel, -11886.541992, 203.204150, -5080.707031, -0.513599, 0.010761, -0.000002
L:G-Park District Back Alley, -12012.663086, 203.195529, -5402.813477, 1.385231, 0.014209, -0.001028
L:G-Park District Embassy, -12872.045898, 203.193134, -5285.313477, 2.030812, 0.006808, -0.002992
L:G-Park District Parking, -12443.959961, 203.204211, -5255.088379, -1.602195, 0.010767, -0.000001
L:W-Park District North Dock, -12745.200195, 200.099399, -5278.431641, 0.461757, -0.009666, 0.000137
L:W-Park District Boardwalk, -12360.074219, 200.094928, -5432.473633, 1.603386, -0.009766, 0.000213
L:W-Park District Sheltered Dock, -12323.139648, 200.098117, -4112.993652, 2.780822, -0.009700, 0.000183
L:W-Park District South Dock, -12618.399414, 200.003885, -3618.423340, 1.514393, -0.009617, 0.000194
L:O-Sandbar Island, -13858.609375, 200.855212, -4438.400879, 1.430781, -0.016866, 0.034010
L:O-Sandbar Island Cliffs, -14553.582031, 200.669513, -4815.338379, -2.452647, -0.029805, -0.022078
L:H-Monkey Island, -14886.506836, 202.184067, -8931.705078, 0.328532, 0.030063, -0.026025
L:H-Dessert Cook Islands, -12044.164063, 204.036050, -10920.122070, -0.101919, 0.033745, 0.055571
L:J-Banjaran Gundin Airport, -4696.024902, 405.708905, -11559.479492, 2.357676, -0.000215, -0.000013
L:P-Banjaran Gundin Airport, -4529.359863, 405.498401, -11668.405273, 0.805552, 0.022683, 0.000000
L:H-Pirate Radio Island, -6212.020020, 206.431238, -5530.821289, 0.519673, 0.059580, 0.026620
L:O-Roundabout Temple, -6444.412109, 220.987567, -6496.086914, -0.448177, -0.002455, -0.002599
L:O-Kampung Jelantur, -6276.226074, 209.779239, -6130.581055, 1.516385, -0.000769, 0.000056
L:O-Kampung Teratai Putih, -7185.726563, 204.264362, -6333.236816, 1.428365, -0.004671, 0.013799
L:W-Kampung Teratai Putih, -7269.865234, 200.097110, -6373.503906, 1.276621, -0.009715, 0.000262
L:O-Kem Komodor Da Silva, -7634.282715, 209.250278, -7022.873535, 1.501734, 0.004541, 0.013700
L:W-Kem Komodor Da Silva, -7759.393555, 200.003625, -6861.815918, 2.322363, -0.009588, 0.000147
L:H-Kem Komodor Da Silva, -7780.237305, 210.029218, -7021.343262, -0.119373, 0.011928, -0.000449
L:O-Tanah Raya Western Point, -8309.691406, 241.253690, -7868.725586, -1.985582, 0.005714, 0.009903
L:H-Haunted Lighthouse, -8899.625000, 203.351028, -8226.832031, 0.320034, -0.062072, 0.019381
L:H-Lighthouse That's Not Haunted, -8207.798828, 204.537430, -9581.033203, 0.676144, 0.007101, -0.049665
L:O-Kuala Merah, -7252.318359, 266.604846, -7482.956543, -0.963399, -0.016211, -0.006721
L:G-Kuala Merah Bus Stop, -6676.573242, 283.806598, -7700.437988, -1.638056, 0.011047, 0.002739
L:G-Kampung Tiga Kelapa Cafeteria, -6987.271484, 291.123578, -8759.661133, 1.558209, -0.022004, -0.008980
L:O-Tanah Luas, -7458.427734, 236.875598, -8517.694336, 2.825938, 0.011091, -0.000072
L:H-Kuala Merah Forest Clearing, -6932.209473, 296.531317, -7907.562500, -2.494142, 0.030598, -0.018063
L:G-Kampung Tiga Kelapa, -6458.625488, 272.713654, -9364.745117, 2.366049, -0.005967, 0.000003
L:G-Kampung Bahari Village, -6979.849609, 230.365216, -9771.728516, -1.592150, -0.030671, -0.003232
L:O-Kampung Bahari Village, -7178.329102, 210.233145, -9698.332031, -1.712847, -0.007070, -0.060355
L:G-Kampung Tokong Tua, -5807.893066, 328.117603, -10232.015625, -0.470146, 0.010766, 0.000002
L:G-Kampung Tokong Tua Bus Stop, -6343.492676, 275.514972, -10432.372070, -1.087202, 0.011093, -0.000011
L:G-Teluk Permata, -6975.915039, 206.216068, -10480.297852, -1.499506, 0.015055, -0.003197
L:P-Teluk Permata, -6910.115723, 205.947931, -10665.896484, -0.574499, 0.022689, 0.000002
L:W-Kampung Sirip Tajam, -7018.438965, 200.098376, -11172.762695, 1.894597, -0.009698, 0.000185
L:G-Kampung Sirip Tajam, -6870.586426, 213.006564, -11450.435547, -1.397217, 0.010764, -0.000001
L:G-Negeri Gandin Meeting House, -6554.007813, 212.921619, -12011.539063, 2.380661, 0.003953, -0.001466
L:O-Negeri Gandin, -6215.052246, 230.685611, -11992.160156, -1.585875, -0.004673, 0.008355
L:G-Negeri Gandin Bus Stop, -5889.830078, 236.274417, -12183.148438, 0.251749, 0.012097, 0.002754
L:O-Tanjung Intan, -5801.465332, 215.024792, -12918.979492, 3.086298, -0.041544, -0.023016
L:O-Tanjung Intan Dock, -4998.884766, 204.549182, -13611.454102, -2.056699, 0.000158, -0.021506
L:W-Tanjung Intan Dock, -4973.749023, 200.000284, -13719.062500, -0.006817, -0.009661, 0.000217
L:G-Tanjung Intan Gas Station, -4533.639160, 255.987700, -13204.359375, -2.792625, 0.034088, 0.036711
L:G-Tanjung Raceway, -5152.195313, 255.558148, -12666.063477, 2.086215, -0.019159, -0.004243
L:O-Tanjung Raceway Shacks, -5406.790039, 260.674731, -12062.941406, -0.687839, 0.004107, -0.036248
L:O-Tanjung Raceway Pit, -5116.146484, 244.265643, -12211.295898, 1.569840, 0.004325, 0.026125
L:G-Banjaran Gundin Gas Station, -4449.387207, 384.470264, -12072.354492, -1.390882, 0.010213, 0.014936
L:G-Banjaran Gundin, -4511.925293, 433.106006, -11282.694336, -1.620643, 0.013238, 0.014147
L:H-Teluk Permata Secret Drinking Spot, -7359.321289, 212.172079, -10235.086914, -0.870381, 0.048928, -0.010598
L:H-Banjaran Gundin, -4438.062109, 438.339606, -11545.951953, -0.497414, 0.020045, -0.000439
L:O-Banjaran Gundin, -4810.780273, 439.828558, -11271.833008, -3.000854, -0.008976, 0.124344
L:G-Bandar Koperasi, -3856.143066, 358.386371, -12351.787109, -2.405587, 0.034904, 0.006079
L:O-Bandar Koperasi Body Hiding Place, -3096.472900, 386.469177, -12285.102539, -0.530393, -0.128487, 0.060561
L:P-Bandar Koperasi Airstrip, -2750.050293, 458.292535, -11981.528320, -0.725278, 0.022683, -0.000000
L:O-Bandar Koperasi Airstrip, -2786.348633, 458.574048, -11941.773438, -0.895981, -0.034535, -0.030211
L:G-Kampung Bunga Kertas Rest Stop, -2307.381836, 310.627673, -12647.140625, -2.452913, 0.010764, -0.000006
L:G-Kampung Bunga Kertas, -3197.606201, 305.639117, -12989.585938, 3.095549, 0.024931, 0.002987
L:H-Pelantar Gas Panau Utara, -4751.807617, 259.712799, -15340.193359, -0.162827, 0.020061, -0.000440
L:W-Pelantar Gas Panau Utara, -4792.309570, 200.096683, -15327.847656, 1.586173, -0.009702, 0.000135
L:H-Pelantar Gas Pandak Panay, -7455.541504, 259.712830, -15044.915039, 3.063777, 0.020054, -0.000440
L:W-Pelantar Gas Pandak Panay, -7501.780273, 200.099017, -15030.595703, 1.534135, -0.009723, 0.000255
L:O-Kampung Jelantur Lighthouse, -5959.407715, 211.155737, -5680.383789, 2.105269, -0.084723, 0.013496
L:O-Kampung Jelantur Temple, -5925.456543, 229.625699, -5964.670898, 0.620458, 0.029357, 0.013385
L:O-Kampung Jelantur Arrack Shack, -5806.186035, 243.109869, -6392.576172, 0.199157, 0.048817, -0.002490
L:O-Pekan Air Hangat Shaman's Hut, -5567.355957, 212.277271, -5725.229980, -1.332757, 0.017656, -0.014481
L:G-Pekan Air Hangat Gas Station, -5328.133789, 219.047000, -5727.436523, -2.635172, 0.023474, -0.010654
L:O-Pekan Air Hangat Ruins, -4958.551270, 239.582562, -5638.922852, 1.525751, -0.050817, -0.012037
L:G-Pekan Air Hangat, -5164.197266, 210.824588, -5378.864258, -1.855615, 0.010384, 0.002071
L:W-Pekan Air Hangat Dock, -4774.280273, 200.024011, -5288.014648, -2.875062, -0.009290, 0.000212
L:G-Air Hangat Mansion, -4320.720703, 209.851047, -5023.325195, -1.619108, 0.010767, -0.000001
L:G-Pekan Bukit Nenas Gas Station, -4298.906250, 260.654407, -5460.468750, -1.621409, 0.035883, -0.000394
L:O-Pekan Bukit Nenas, -4452.533203, 315.995667, -5889.838379, 0.746339, -0.000772, 0.000058
L:O-Bukit Dengkang Radar, -5012.435547, 239.672870, -6057.390625, 0.922906, 0.044144, 0.015615
L:O-Bukit Dengkang, -4792.012207, 289.468799, -6381.998047, 1.403368, -0.002907, 0.003289
L:O-Tanah Raya Barat Alpha, -5062.138672, 376.964893, -6732.064453, 0.209744, -0.016856, 0.006314
L:G-Kampung Sri Puteri, -5263.959961, 335.747333, -7134.783691, 3.131713, -0.017530, -0.001552
L:O-Kampung Sri Puteri Tombs, -5259.067383, 359.021771, -7476.500000, -0.913160, -0.020660, 0.029680
L:G-Kem Tentera Timur, -5357.267090, 437.723071, -8176.887207, -0.022302, 0.010756, -0.000003
L:H-Kem Tentera Timur, -5328.126953, 444.410803, -8076.313477, 2.718865, 0.020061, -0.000440
L:O-Pekan Desa Temple, -5538.664063, 616.445801, -8613.000000, -1.199783, -0.000778, 0.000049
L:O-Pekan Desa, -5249.015625, 620.338623, -8665.558594, -1.291073, -0.000587, 0.000010
L:O-Bukit Matahari Melon Shack, -4034.202148, 569.501392, -8963.584961, 0.415910, 0.019454, -0.007400
L:O-Bukit Matahari, -3438.281982, 640.407336, -8958.360352, -0.487396, -0.002999, -0.014564
L:O-Kem General Hong, -3285.807617, 676.093738, -9543.769531, 0.920303, 0.000945, 0.002627
L:G-Pekan Rusa Pantas, -3666.885742, 333.262896, -5984.667480, 2.778451, 0.000513, -0.007753
L:G-Kampung Kerang Hitam, -4063.712891, 423.076068, -7066.629883, -0.780947, 0.006276, -0.002090
L:G-Kampung Kerang Hitam Stage, -4368.952148, 433.214587, -7340.054688, 0.172858, 0.015775, 0.000085
L:O-Bukit Marmar Pecah, -4339.624023, 410.455646, -7971.999023, 2.111310, -0.001757, -0.000441
L:O-Bukit Matahari Pipeline, -3706.130615, 532.767969, -8808.000977, 1.523203, -0.074613, 0.076085
L:O-Kem General Hong Pipeline, -2960.720947, 719.328772, -9398.251953, 1.847584, -0.257679, -0.035895
L:O-Bandar Suralaya Overlook, -1975.867798, 773.787207, -9323.087891, 2.282631, -0.064062, 0.059596
L:G-Bandar Suralaya, -1658.747437, 658.162646, -9402.395508, -0.467351, 0.016938, 0.000377
L:H-Kampung Curah Dalam, -2724.595215, 905.574341, -8679.223633, 1.026592, 0.020053, -0.000445
L:G-Kampung Curah Dalam, -2651.980957, 886.811145, -8584.468750, 0.857533, 0.014409, -0.003194
L:G-Kampung Curah Dalam Gas, -2155.696045, 895.189258, -7657.000488, 0.376506, 0.006132, -0.002812
L:G-Berawan Besar West Switchbacks, -2903.963867, 521.665771, -7204.102539, -0.955073, 0.123236, 0.039904
L:H-Banjaran Berawan Besar Gamma, -2215.005371, 1131.023926, -6845.238281, -0.889098, 0.020067, -0.000434
L:O-Banjaran Berawan Besar Gamma, -2203.083252, 1124.949146, -6821.150391, -0.467770, -0.022159, -0.016740
L:G-Lembah Genting Ruins, -1342.038330, 942.705237, -8072.715820, -0.826763, -0.065876, 0.002787
L:G-Lembah Genting Tinggi Checkpoint, -917.151917, 906.242505, -8488.083984, -0.946035, -0.028249, 0.007330
L:G-Lembah Genting Tinggi, -418.134857, 836.698596, -8875.666016, 1.550812, 0.014929, 0.002090
L:H-Kem Gunung Dataran Tinggi Radar, -1557.324463, 1553.732056, -6808.386230, -2.410237, 0.020042, -0.000434
L:H-Kem Gunung Dataran Tinggi, -1222.899292, 1586.029053, -7198.631348, 1.594691, 0.020140, -0.000434
L:G-Bukit Rendah, 156.329041, 1122.447803, -8972.525391, 2.331491, 0.012741, 0.002194
L:H-Bukit Rendah, -97.153687, 1116.694336, -9048.001953, 0.283620, 0.020163, -0.000435
L:G-Bandar Suralaya Gas Station, -1434.181641, 685.036975, -9550.663086, -1.344060, 0.011581, 0.017171
L:G-Gunung Gila Pangkat Facility, 616.769958, 1198.250659, -7051.208496, -3.124279, -0.004566, 0.018471
L:H-Gunung Gila Pangkat Facility, 699.249268, 1203.230347, -7423.538086, -0.137227, 0.019972, -0.000434
L:H-Kem Kapitan Luk Ya Sian, 190.069519, 1404.272900, -6248.621094, 2.536919, 0.020004, -0.000433
L:H-Banjaran Berawan Besar Eta, 767.701172, 487.529974, -5133.485352, -1.752108, 0.020061, -0.000440
L:P-Kem Sungai Sejuk, 884.023071, 298.700763, -4192.523438, 1.730681, 0.022683, 0.000000
L:G-Kem Sungai Sejuk, 861.999573, 298.441913, -4116.494629, -0.696676, 0.010766, -0.000008
L:H-Kem Sungai Sejuk, 902.507813, 318.060260, -4253.246094, -2.563688, 0.020061, -0.000440
L:G-Port Kuala Besar, -484.399719, 207.745441, -3511.402832, -2.250522, 0.036719, 0.022288
L:W-Port Kuala Besar, -475.953430, 200.099628, -3671.404053, 0.213121, -0.009689, 0.000205
L:G-Kem Helang Merah Gas Station, -3970.957275, 223.363666, -5124.042969, 1.390224, 0.004611, -0.010689
L:G-Kem Helang Merah Bar, -3006.160156, 238.518588, -5207.498047, 2.796608, 0.014920, 0.006789
L:O-Kem Helang Merah, -3327.565186, 206.287997, -4962.020996, -0.482645, -0.000768, 0.000063
L:H-Kem Helang Merah, -3475.730957, 213.467612, -4940.089844, 1.475584, 0.020045, -0.000469
L:W-Kem Helang Merah, -3399.506592, 200.032999, -4800.972168, -1.718230, -0.009236, 0.000409
L:O-Pekan Buaya Tidur Gas, -2137.147217, 205.641040, -4866.387207, -2.430344, -0.008369, 0.003191
L:O-Pekan Buaya Tidur, -1785.785278, 204.075763, -4712.606445, 1.747214, -0.015126, -0.014213
L:G-Pekan Buaya Tidur Bar, -2012.952393, 243.794696, -5018.477539, -1.516253, -0.021149, -0.001686
L:G-Pekan Buah Melimpah, -1626.579346, 360.895081, -5431.968750, 1.889834, 0.032067, -0.046851
L:G-Bandar Besar, -430.651306, 624.572742, -4471.417480, 1.472472, 0.010745, -0.000006
L:H-Banjaran Berawan Besar Beta, -1554.171631, 527.821387, -11739.291992, -2.095778, 0.006096, 0.038449
L:G-Pekan Juku-Juku, -1576.859009, 211.631259, -13529.079102, 0.251705, 0.014556, -0.004432
L:W-Pekan Juku-Juku, -1351.141846, 200.096439, -13462.654297, -1.078908, -0.009722, 0.000142
L:H-Pekan Keras Pipeline, 717.617920, 314.105133, -10391.257813, 0.978236, 0.023774, -0.002639
L:G-Paya Keras Bridge, 1075.801147, 498.081714, -9710.561523, -1.818801, 0.010764, -0.000008
L:O-Banjaran Berawan Besar Beta Pipeline, -1710.156494, 391.143506, -11388.115234, -0.080598, 0.008593, 0.035683
L:O-Old Wildflower Road, -1170.088867, 242.570984, -12130.973633, -2.351235, 0.008249, 0.044894
L:O-Kuala Merah Remote Temple, -6256.127441, 291.584717, -7081.801270, 0.180978, 0.026032, -0.056830
L:O-Pekan Juku-Juku Fields, -1108.575073, 224.475967, -13158.824219, 0.963690, -0.050567, 0.014709
L:O-Rumah Hartawan Wind Temple, -185.140656, 206.045026, -13185.093750, 0.129476, 0.006037, 0.048320
L:G-Rumah Hartawan Wind Turbines, 465.244659, 201.990787, -13184.000977, -2.712444, -0.001594, 0.000019
L:O-Kota Pantai Kuala Lighthouse, 504.513367, 211.521960, -12589.005859, 1.378307, -0.000141, 0.002668
L:G-Kota Pantai Kuala, 204.801666, 205.587650, -12530.000977, 0.882043, 0.010764, -0.000001
L:W-Kota Pantai Kuala, 269.980621, 200.060733, -12364.282227, -2.192182, -0.010128, 0.000114
L:H-Rumah Hartawan, 108.211090, 220.329388, -13152.955078, -0.450232, 0.011821, -0.000454
L:G-Rumah Hartawan, 124.589478, 208.919788, -12870.920898, -0.029530, 0.037675, 0.000505
L:O-Bandar Baru Nipah, -425.213409, 234.325046, -12515.015625, 2.575220, 0.005026, 0.009530
L:G-Bandar Baru Nipah, -536.267090, 242.413730, -11751.401367, -1.614425, 0.010760, 0.000001
L:G-Panau Broadcasting Corporation, -473.278870, 234.516040, -12214.399414, 0.024852, 0.035570, 0.000283
L:H-Panau Broadcasting Corporation, -517.376343, 799.524426, -12053.322266, -2.549660, 0.020044, -0.000446
L:O-Pekan Lalang Liar Useless Field, -1294.653809, 265.235321, -12817.041992, -2.026075, -0.032748, -0.110026
L:O-Kampung Nelayan-Nelayan Manor, 535.454468, 234.049060, -11207.032227, -2.028036, 0.019320, 0.006545
L:P-Nelayan-Nelayan Airstrip, 602.523315, 253.435980, -11568.270508, -2.484423, 0.102819, 0.023668
L:O-Kampung Nelayan-Nelayan, 918.123535, 204.441165, -12202.568359, -0.214617, -0.000615, 0.000340
L:O-Nelayan-Nelayan Bridge Pylon, 1385.401489, 204.960751, -11380.374023, 2.345892, 0.034644, -0.020784
L:G-Nelayan-Nelayan Bridge, 1154.214722, 275.519885, -11618.238281, -2.312129, 0.017697, 0.020550
L:G-Nelayan-Nelayan Bridge Park, 1645.287354, 276.897235, -11122.592773, -2.376433, 0.016465, 0.001976
L:G-Singa Menerkam Rest Area, 2691.101318, 386.602476, -11076.408203, 1.524274, 0.030613, 0.006103
L:G-Sungai Cengkih Besar Bus Stop, 3772.689941, 281.350033, -10611.213867, 3.025593, 0.010108, -0.000520
L:H-Sungai Cengkih Besar Clearing, 4166.011230, 215.145288, -10227.636719, -1.422049, -0.092865, -0.010308
L:H-Sungai Cengkih Besar, 4313, 215.3, -10547, -2.024334, 0.020069, -0.000443
L:H-North Bay Temple Complex, 4507.966309, 221.779221, -12238.582031, 1.308863, 0.013225, 0.060697
L:H-North Bay Lighthouse, 3650.241211, 206.076859, -11716.058594, 2.661565, -0.014092, -0.045852
L:H-Kem Singa Menerkam Lighthouse, 3042.134521, 204.189529, -11970.110352, -1.579683, -0.126821, 0.029339
L:H-Wishbone Island, 3421.912109, 208.490097, -13036.543945, -0.864912, 0.097918, 0.040086
L:G-Paya Keras Rest Stop, 2215.527344, 281.899188, -8580.044922, -0.999498, 0.003459, -0.007413
L:G-Paya Keras, 2124.744629, 498.081622, -9227.121094, 1.237879, 0.010752, -0.000008
L:G-Kem Singa Menerkam, 3009.486084, 679.177478, -10112.226563, -2.690395, 0.007522, -0.000573
